fund_name,fund_extended_name,category,fund_family,net_assets,ytd_return,fund_yield,morningstar_rating,inception_date,investment,size,currency
ABSZX,AB Discovery Value Fund Class Z,Small Value,AllianceBernstein,2880000000,11.75,0.67,4,14/10/2013,Value,Medium,USD
ABTAX,American Century Government Bond Fund A Class,Intermediate Government,American Century Investments,720710000,2,2.27,2,8/10/1997,Blend,Large,USD
ABTCX,American Century Government Bond Fund C Class,Intermediate Government,American Century Investments,720710000,1.91,1.54,1,28/2/2010,Blend,Large,USD
ABTFX,AB High Income Municipal Portfolio Class C,High Yield Muni,AllianceBernstein,2950000000,3.77,3.46,3,25/1/2010,Blend,Small,USD
ABTHX,AB High Income Municipal Portfolio Class A,High Yield Muni,AllianceBernstein,2950000000,4.05,4.19,4,25/1/2010,Blend,Small,USD
ABTIX,American Century Government Bond Fund R5 Class,Intermediate Government,American Century Investments,720710000,2.11,2.71,3,28/2/2010,Blend,Large,USD
ABTLX,AllianzGI Best Styles U.S. Equity Fund Institutional Class,Large Blend,Allianz Funds,94790000,12.36,1.99,3,30/11/2014,Blend,Large,USD
ABTRX,American Century Government Bond Fund R Class,Intermediate Government,American Century Investments,720710000,1.94,2.03,2,28/2/2010,Blend,Large,USD
ABTYX,AB High Income Municipal Portfolio Advisor Class,High Yield Muni,AllianceBernstein,2950000000,4.12,4.44,4,25/1/2010,Blend,Small,USD
ABUAX,Columbia Capital Allocation Moderate Portfolio Class A,Allocation - 30% to 50% Equity,Columbia,1480000000,8.62,2.21,4,3/3/2004,Blend,Large,USD
ABVAX,AB Value Fund Class A,Large Value,AllianceBernstein,376360000,10.53,1.02,1,28/3/2001,Value,Large,USD
ABVBX,AB Value Fund Class B,Large Value,AllianceBernstein,376360000,10.47,0.88,1,28/3/2001,Value,Large,USD
ABVCX,AB Value Fund Class C,Large Value,AllianceBernstein,376360000,10.24,0,1,28/3/2001,Value,Large,USD
ABVIX,AB Value Fund Class I,Large Value,AllianceBernstein,376360000,10.55,1.33,1,28/2/2005,Value,Large,USD
ABVKX,AB Value Fund Class K,Large Value,AllianceBernstein,376360000,10.41,0.88,1,28/2/2005,Value,Large,USD
ABVRX,AB Value Fund Class R,Large Value,AllianceBernstein,376360000,10.37,0.53,1,2/11/2003,Value,Large,USD
ABVYX,AB Value Fund Advisor Class,Large Value,AllianceBernstein,376360000,10.53,1.29,1,28/3/2001,Value,Large,USD
ABWAX,AB All Market Total Return Portfolio Class A,Allocation - 50% to 70% Equity,AllianceBernstein,726210000,9.36,0,2,1/9/2003,Growth,Large,USD
ABWBX,AB All Market Total Return Portfolio Class B,Allocation - 50% to 70% Equity,AllianceBernstein,726210000,9.15,0,1,1/9/2003,Growth,Large,USD
ABWCX,AB All Market Total Return Portfolio Class C,Allocation - 50% to 70% Equity,AllianceBernstein,726210000,9.19,0,1,1/9/2003,Growth,Large,USD
ABWIX,AB All Market Total Return Portfolio Class I,Allocation - 50% to 70% Equity,AllianceBernstein,726210000,9.41,0,2,28/2/2005,Growth,Large,USD
ABWKX,AB All Market Total Return Portfolio Class K,Allocation - 50% to 70% Equity,AllianceBernstein,726210000,9.33,0,2,28/2/2005,Growth,Large,USD
ABWRX,AB All Market Total Return Portfolio Class R,Allocation - 50% to 70% Equity,AllianceBernstein,726210000,9.22,0,2,16/2/2004,Growth,Large,USD
ABWYX,AB All Market Total Return Portfolio Advisor Class,Allocation - 50% to 70% Equity,AllianceBernstein,726210000,9.43,0,2,1/9/2003,Growth,Large,USD
ABXAX,AB Tax-Managed International Portfolio Class A,Foreign Large Blend,AllianceBernstein,2860000000,10.16,1.6,2,29/1/2004,Blend,Large,USD
ABXBX,AB Tax-Managed International Portfolio Class B,Foreign Large Blend,AllianceBernstein,2860000000,9.95,0.51,1,29/1/2004,Blend,Large,USD
ABXCX,AB Tax-Managed International Portfolio Class C,Foreign Large Blend,AllianceBernstein,2860000000,9.97,0.77,1,29/1/2004,Blend,Large,USD
ABYAX,Abbey Capital Futures Strategy Fund Class A,Managed Futures,Abbey Capital,657650000,2.31,0,3,28/8/2014,Blend,Large,USD
ABYCX,Abbey Capital Futures Strategy Fund Class C,Managed Futures,Abbey Capital,657650000,2.08,0,3,5/10/2015,Blend,Large,USD
ABYEX,AB Emerging Markets Multi-Asset Portfolio Advisor Class,Diversified Emerging Mkts,AllianceBernstein,126550000,10.26,5.43,3,30/8/2011,Value,Large,USD
ABYIX,Abbey Capital Futures Strategy Fund Class I,Managed Futures,Abbey Capital,657650000,2.39,0.14,3,30/6/2014,Blend,Large,USD
ABYSX,AB Discovery Value Fund Advisor Class,Small Value,AllianceBernstein,2880000000,11.67,0.55,4,28/3/2001,Value,Medium,USD
ABZEX,AB Emerging Markets Multi-Asset Portfolio Class Z,Diversified Emerging Mkts,AllianceBernstein,126550000,10.2,5.44,3,30/7/2017,Value,Large,USD
ACAAX,Alger Capital Appreciation Fund Class A,Large Growth,Alger,2800000000,15.52,0,4,30/12/1996,Growth,Large,USD
ACACX,AB Municipal Income Fund California Portfolio Class C,Muni California Intermediate,AllianceBernstein,774020000,2.41,2.6,3,2/5/1993,Blend,Medium,USD
ACAHX,American Century All Cap Growth Fund C Class,Large Growth,American Century Investments,1150000000,15.91,0,2,29/9/2011,Growth,Large,USD
ACAJX,American Century All Cap Growth Fund I Class,Large Growth,American Century Investments,1150000000,16.28,0,3,29/9/2011,Growth,Large,USD
ACAPX,Alger Capital Appreciation Fund Class B,Large Growth,Alger,2800000000,15.32,0,3,31/10/1993,Growth,Large,USD
ACAQX,American Century All Cap Growth Fund A Class,Large Growth,American Century Investments,1150000000,16.11,0,3,29/9/2011,Growth,Large,USD
ACARX,Alger Capital Appreciation Institutional Fund Class R,Large Growth,Alger,3450000000,15.4,0,3,26/1/2003,Growth,Large,USD
ACASX,Access Capital Community Investment Fund Class A,Intermediate Government,RBC Global Asset Management.,582740000,1.89,2.43,3,28/1/2009,Blend,Large,USD
ACAWX,American Century All Cap Growth Fund R Class,Large Growth,American Century Investments,1150000000,16.07,0,3,29/9/2011,Growth,Large,USD
ACAYX,Alger Capital Appreciation Institutional Fund Class Y,Large Growth,Alger,3450000000,15.61,0,4,28/2/2017,Growth,Large,USD
ACAZX,Alger Capital Appreciation Fund Class Z,Large Growth,Alger,2800000000,15.61,0,4,28/12/2010,Growth,Large,USD
ACBPX,American Century Diversified Bond Fund I Class,Intermediate-Term Bond,American Century Investments,3240000000,3.15,2.56,2,31/3/1993,Blend,Medium,USD
ACBUX,AllianzGI Best Styles U.S. Equity Fund Class C,Large Blend,Allianz Funds,94790000,12.13,1.74,3,25/4/2016,Blend,Large,USD
ACBYX,American Beacon Balanced Fund Class Y,Allocation - 50% to 70% Equity,American Beacon,277940000,10.22,1.37,3,28/2/2010,Value,Large,USD
ACCAX,American Century Strategic Allocation: Conservative Fund A Class,Allocation - 30% to 50% Equity,American Century Investments,437900000,7.35,1.45,3,1/10/1996,Blend,Large,USD
ACCBX,Invesco Corporate Bond Fund Class A,Corporate Bond,Invesco,1530000000,6.12,4.08,4,22/9/1971,Blend,Medium,USD
ACCEX,Invesco Corporate Bond Fund Class C,Corporate Bond,Invesco,1530000000,6.19,3.35,3,29/8/1993,Blend,Medium,USD
ACCHX,Invesco Corporate Bond Fund Class Y,Corporate Bond,Invesco,1530000000,6.33,4.33,4,11/8/2005,Blend,Medium,USD
ACCIX,American Century Strategic Allocation: Conservative Fund I Class,Allocation - 30% to 50% Equity,American Century Investments,437900000,7.45,1.88,3,31/7/2000,Blend,Large,USD
ACCKX,American Century Core Plus Fund Class C,Intermediate-Term Bond,American Century Investments,145090000,3.36,2.73,2,29/11/2006,Blend,Medium,USD
ACCLX,American Century Mid Cap Value Fund C Class,Mid-Cap Value,American Century Investments,7620000000,12.92,0.27,3,28/2/2010,Value,Medium,USD
ACCNX,American Century Core Plus Fund Investor Class,Intermediate-Term Bond,American Century Investments,145090000,3.61,3.71,3,29/11/2006,Blend,Medium,USD
ACCOX,American Century International Value Fund C Class,Foreign Large Value,American Century Investments,40320000,6.97,2.67,1,2/4/2006,Value,Large,USD
ACCPX,American Century Core Plus Fund Class R,Intermediate-Term Bond,American Century Investments,145090000,3.48,3.22,2,29/11/2006,Blend,Medium,USD
ACCQX,American Century Core Plus Fund Class A,Intermediate-Term Bond,American Century Investments,145090000,3.55,3.47,3,29/11/2006,Blend,Medium,USD
ACCSX,Access Capital Community Investment Fund Institutional Class,Intermediate Government,RBC Global Asset Management.,582740000,2.08,2.75,4,22/6/1998,Blend,Large,USD
ACCTX,American Century Core Plus Fund I Class,Intermediate-Term Bond,American Century Investments,145090000,3.73,3.81,3,9/4/2017,Blend,Medium,USD
ACCUX,American Century Core Plus Fund R5 Class,Intermediate-Term Bond,American Century Investments,145090000,3.76,3.91,3,29/11/2006,Blend,Medium,USD
ACCVX,American Century Capital Value Fund Class A,Large Value,American Century Investments,133660000,10.38,1.67,2,13/5/2003,Value,Large,USD
ACCWX,Invesco Corporate Bond Fund R5 Class,Corporate Bond,Invesco,1530000000,6.21,4.42,4,31/5/2010,Blend,Medium,USD
ACCZX,Invesco Corporate Bond Fund Class R,Corporate Bond,Invesco,1530000000,6.26,3.88,3,5/6/2011,Blend,Medium,USD
ACDAX,American Beacon Acadian Emerging Markets Managed Volatility Fund A Class,Diversified Emerging Mkts,American Beacon,34530000,5.77,1.52,3,26/9/2013,Value,Large,USD
ACDCX,American Beacon Acadian Emerging Markets Managed Volatility Fund C Class,Diversified Emerging Mkts,American Beacon,34530000,5.61,0.4,3,26/9/2013,Value,Large,USD
ACDHX,AC Alternatives Disciplined Long Short Fund C Class,Long-Short Equity,American Century Investments,50590000,5.64,0,4,30/10/2011,Growth,Medium,USD
ACDIX,American Beacon Acadian Emerging Markets Managed Volatility Fund Institutional Class,Diversified Emerging Mkts,American Beacon,34530000,5.91,1.67,4,26/9/2013,Value,Large,USD
ACDJX,AC Alternatives Disciplined Long Short Fund Investor Class,Long-Short Equity,American Century Investments,50590000,5.91,0,4,30/10/2011,Growth,Medium,USD
ACDKX,AC Alternatives Disciplined Long Short Fund I Class,Long-Short Equity,American Century Investments,50590000,6.01,0,4,30/10/2011,Growth,Medium,USD
ACDPX,American Beacon Acadian Emerging Markets Managed Volatility Fund Investor Class,Diversified Emerging Mkts,American Beacon,34530000,5.79,1.7,3,26/9/2013,Value,Large,USD
ACDQX,AC Alternatives Disciplined Long Short Fund A Class,Long-Short Equity,American Century Investments,50590000,5.88,0,4,30/10/2011,Growth,Medium,USD
ACDWX,AC Alternatives Disciplined Long Short Fund R Class,Long-Short Equity,American Century Investments,50590000,5.79,0,4,30/10/2011,Growth,Medium,USD
ACDYX,American Beacon Acadian Emerging Markets Managed Volatility Fund Y Class,Diversified Emerging Mkts,American Beacon,34530000,5.84,1.68,4,26/9/2013,Value,Large,USD
ACECX,American Century Emerging Markets Fund C Class,Diversified Emerging Mkts,American Century Investments,2430000000,9.8,0,3,17/12/2001,Growth,Large,USD
ACEHX,Invesco Exchange Fund,Large Value,Invesco,60500000,13.09,1.71,2,15/12/1976,Blend,Large,USD
ACEIX,Invesco Equity and Income Fund Class A,Allocation - 50% to 70% Equity,Invesco,13460000000,9.63,2.03,4,2/8/1960,Value,Large,USD
ACEKX,Invesco Equity and Income Fund R5 Class,Allocation - 50% to 70% Equity,Invesco,13460000000,9.72,2.34,3,31/5/2010,Value,Large,USD
ACEMX,Alger Emerging Markets Fund Class C,Diversified Emerging Mkts,Alger,28450000,10.34,1.21,2,28/12/2010,Growth,Large,USD
ACEQX,Invesco Equity and Income B,Allocation - 50% to 70% Equity,Invesco,14930000000,10.07,1.23,4,30/4/1992,Value,Large,USD
ACERX,Invesco Equity and Income Fund Class C,Allocation - 50% to 70% Equity,Invesco,13460000000,9.39,1.31,3,5/7/1993,Value,Large,USD
ACESX,Invesco Equity and Income Fund Class R,Allocation - 50% to 70% Equity,Invesco,13460000000,9.5,1.78,3,30/9/2002,Value,Large,USD
ACETX,Invesco Equity and Income Fund Class Y,Allocation - 50% to 70% Equity,Invesco,13460000000,9.7,2.28,4,21/12/2004,Value,Large,USD
ACEVX,American Century International Value Fund Investor Class,Foreign Large Value,American Century Investments,40320000,7.34,3.85,2,2/4/2006,Value,Large,USD
ACFCX,American Century Investments Focused Dynamic Growth Fund R Class,Large Growth,American Century Investments,184150000,17.51,0,3,30/5/2006,Growth,Large,USD
ACFDX,American Century Investments Focused Dynamic Growth Fund Advisor Class,Large Growth,American Century Investments,184150000,17.58,0,4,30/5/2006,Growth,Large,USD
ACFFX,Columbia Acorn International Select Fund Institutional Class,Foreign Large Growth,Columbia,129600000,15.67,0,4,22/11/1998,Growth,Large,USD
ACFIX,Water Island Credit Opportunities Fund Class I,Long-Short Credit,Arbitrage Fund,56690000,2.38,3.28,3,30/9/2012,Value,Small,USD
ACFNX,American Century Investments Focused Dynamic Growth Fund R6 Class,Large Growth,American Century Investments,184150000,17.74,0,4,30/11/2016,Growth,Large,USD
ACFOX,American Century Investments Focused Dynamic Growth Fund Investor Class,Large Growth,American Century Investments,184150000,17.66,0,4,30/5/2006,Growth,Large,USD
ACFSX,American Century Investments Focused Dynamic Growth Fund I Class,Large Growth,American Century Investments,184150000,17.71,0,4,30/5/2006,Growth,Large,USD
ACGCX,American Century Income and Growth Fund C Class,Large Value,American Century Investments,2220000000,12.19,0.93,3,27/6/2001,Value,Large,USD
ACGGX,American Century Global Gold Fund A Class,Equity Precious Metals,American Century Investments,392520000,5.56,0,3,5/5/1998,Growth,Medium,USD
ACGIX,Invesco Growth and Income Fund Class A,Large Value,Invesco,7170000000,12.55,1.68,2,31/7/1946,Value,Large,USD
ACGJX,Invesco Growth and Income B,Large Value,Invesco,8320000000,14.2,1.69,4,1/8/1993,Value,Large,USD
ACGKX,Invesco Growth and Income Fund Class C,Large Value,Invesco,7170000000,12.41,0.95,2,1/8/1993,Value,Large,USD
ACGLX,Invesco Growth and Income Fund Class R,Large Value,Invesco,7170000000,12.52,1.43,2,30/9/2002,Value,Large,USD
ACGMX,Invesco Growth and Income Fund Class Y,Large Value,Invesco,7170000000,12.66,1.92,3,18/10/2004,Value,Large,USD
ACGQX,Invesco Growth and Income Fund R5 Class,Large Value,Invesco,7170000000,12.67,2,3,31/5/2010,Value,Large,USD
ACGYX,AB Income Fund Advisor Class,Intermediate-Term Bond,AllianceBernstein,2550000000,4.15,4.65,5,27/8/1987,Blend,Large,USD
ACHAX,American Beacon Crescent Short Duration High Income Fund A Class,High Yield Bond,American Beacon,89500000,4.8,4.76,1,30/9/2014,,,USD
ACHCX,American Beacon Crescent Short Duration High Income Fund C Class,High Yield Bond,American Beacon,89500000,4.48,4.03,1,30/9/2014,,,USD
ACHIX,American Beacon Crescent Short Duration High Income Fund Institutional Class,High Yield Bond,American Beacon,89500000,4.89,5.23,2,30/9/2014,,,USD
ACHPX,American Beacon Crescent Short Duration High Income Fund Investor Class,High Yield Bond,American Beacon,89500000,4.69,4.82,2,30/9/2014,,,USD
ACHYX,American Beacon Crescent Short Duration High Income Fund Y Class,High Yield Bond,American Beacon,89500000,4.87,5.41,2,30/9/2014,,,USD
ACIDX,American Century International Discovery Fund Class A,Foreign Small/Mid Growth,American Century Investments,410670000,14.55,0.13,2,27/4/1998,Growth,Medium,USD
ACIIX,American Century Equity Income Fund I Class,Large Value,American Century Investments,11410000000,10.51,2.16,4,7/7/1998,Value,Large,USD
ACIKX,American Century International Core Equity Fund Class C,Foreign Large Blend,American Century Investments,26460000,8.63,1.46,2,29/11/2006,Blend,Large,USD
ACIMX,American Century International Core Equity Fund Investor Class,Foreign Large Blend,American Century Investments,26460000,8.89,2.4,3,29/11/2006,Blend,Large,USD
ACINX,Columbia Acorn International Fund Institutional Class,Foreign Small/Mid Growth,Columbia,2730000000,12.5,0.93,2,22/9/1992,Growth,Medium,USD
ACIOX,American Century International Opportunities Fund I Class,Foreign Small/Mid Growth,American Century Investments,583720000,12.98,0.73,3,8/1/2003,Growth,Medium,USD
ACIQX,American Century International Core Equity Fund Class A,Foreign Large Blend,American Century Investments,26460000,8.87,2.16,3,29/11/2006,Blend,Large,USD
ACIRX,American Century International Core Equity Fund Class R,Foreign Large Blend,American Century Investments,26460000,8.76,1.93,2,29/11/2006,Blend,Large,USD
ACISX,AB Corporate Income Shares,Intermediate-Term Bond,AllianceBernstein,96850000,5.89,3.9,5,10/12/2006,Blend,Medium,USD
ACITX,American Century Inflation Adjusted Bond Fund Investor Class,Inflation-Protected Bond,American Century Investments,2560000000,3.26,2.89,3,9/2/1997,Growth,Large,USD
ACIUX,American Century International Core Equity Fund I Class,Foreign Large Blend,American Century Investments,26460000,9.01,2.59,3,29/11/2006,Blend,Large,USD
ACIZX,Alger Capital Appreciation Institutional Fund Class Z-2,Large Growth,Alger,3450000000,15.62,0,4,13/10/2016,Growth,Large,USD
ACLAX,American Century Mid Cap Value Fund A Class,Mid-Cap Value,American Century Investments,7620000000,13.18,0.98,4,12/1/2005,Value,Medium,USD
ACLCX,American Century Value Fund C Class,Large Value,American Century Investments,2980000000,11.19,0.61,2,3/6/2001,Value,Large,USD
ACLDX,American Century NT Diversified Bond Fund G Class,Intermediate-Term Bond,American Century Investments,2590000000,3.25,2.84,3,11/5/2006,Blend,Medium,USD
ACLEX,American Century NT Equity Growth Fund G Class,Large Blend,American Century Investments,1450000000,14.38,1.72,3,11/5/2006,Growth,Large,USD
ACLGX,Voya Global Multi-Asset Fund Class C,World Allocation,Voya,141190000,8.05,1.22,3,29/6/1998,Blend,Large,USD
ACLKX,American Century NT Emerging Markets Fund G Class,Diversified Emerging Mkts,American Century Investments,448940000,10.34,1.3,4,11/5/2006,Growth,Large,USD
ACLLX,American Century NT Large Company Value Fund G Class,Large Value,American Century Investments,1620000000,12.07,2.62,3,11/5/2006,Value,Large,USD
ACLMX,American Century NT Mid Cap Value Fund G Class,Mid-Cap Value,American Century Investments,930150000,13.65,2.19,5,11/5/2006,Value,Medium,USD
ACLNX,American Century NT International Growth Fund G Class,Foreign Large Growth,American Century Investments,839500000,13.01,1.93,3,11/5/2006,Growth,Large,USD
ACLOX,American Century NT Small Company Fund G Class,Small Blend,American Century Investments,388260000,13.15,1.04,3,11/5/2006,Growth,Small,USD
ACLTX,American Century NT Growth Fund G Class,Large Growth,American Century Investments,1120000000,16.22,1.13,4,11/5/2006,Growth,Large,USD
ACLWX,American Century NT Heritage Fund G Class,Mid-Cap Growth,American Century Investments,636240000,20.04,0.77,3,11/5/2006,Growth,Large,USD
ACMAX,Absolute Capital Defender Fund Class A,Tactical Allocation,Absolute Capital,15160000,3.59,0,3,17/12/2015,Blend,Large,USD
ACMCX,AB Intermediate California Municipal Portfolio Class C,Muni Single State Short,AllianceBernstein,1270000000,1.9,1.28,2,31/1/2002,Value,Medium,USD
ACMDX,Absolute Capital Defender Fund Investor Class,Tactical Allocation,Absolute Capital,15160000,3.34,0,2,17/12/2015,Blend,Large,USD
ACMEX,American Century Adaptive Small Cap Fund R Class,Small Blend,American Century Investments,53620000,9.75,0.44,2,30/5/2006,Blend,Small,USD
ACMFX,American Century Adaptive Small Cap Fund Advisor Class,Small Blend,American Century Investments,53620000,9.82,0.67,2,30/5/2006,Blend,Small,USD
ACMHX,American Century Adaptive Small Cap Fund I Class,Small Blend,American Century Investments,53620000,9.96,1.08,3,30/5/2006,Blend,Small,USD
ACMIX,Absolute Capital Defender Fund Institutional Class,Tactical Allocation,Absolute Capital,15160000,3.59,0,3,17/12/2015,Blend,Large,USD
ACMMX,American Century Adaptive Small Cap Fund R6 Class,Small Blend,American Century Investments,53620000,9.96,1.21,3,30/11/2016,Blend,Small,USD
ACMNX,American Century Adaptive Small Cap Fund Investor Class,Small Blend,American Century Investments,53620000,9.84,0.9,3,30/5/2006,Blend,Small,USD
ACMTX,AB All Market Real Return Portfolio Class C,World Allocation,AllianceBernstein,1440000000,10.77,0.37,1,7/3/2010,Blend,Large,USD
